,Structures,unique_chemcomp,G_2080,G_0,G_Xe_900K,G_Kr_900K,G_900K,delta_G0_298_900,delta_H0_Xe_298_900,delta_TS0_298_900,enthalpy_std_xenon,enthalpy_std_krypton,enthalpy_skew,enthalpy_modality,mean_grid_xenon,mean_grid_krypton,std_grid_xenon,std_grid_krypton,ASA_m2/cm3_1.2,delta_VF_18_20,PO_VF_2.0,D_i_vdw_uff298,delta_pore,D_f_vdw_uff298,pore_dist_mean,pore_dist_std,pore_dist_skewness,pore_dist_kurtosis,pore_dist_neff,pore_dist_modality,C%,O%,N%
3298,jacs.6b09155_ja6b09155_si_009_clean,H306C612N204F102Co1,-4.653440934064292,-4.523754985683274,-9.464591209402453,-6.347644448096612,-3.116946761305841,1.406808224377433,-1.1621999999999986,0.30610822437743135,3.22817,2.8138,0.801558,0.5114624684679747,1.83281,3.59878,44.4133,27.7708,2237.42,0.010299999999999976,0.5676,9.05505,0.12353484848484797,8.76105,8.931515151515152,0.2836570829003261,-5.830760482873515,44.571799584863136,1.2778315585672797,0.7851997930217036,49.95918367346938,0.0,16.653061224489793
3299,JADBIC_clean,H9C558N93O186Ce31,-6.3760604286925044,-6.068736904965071,-9.428684629855914,-5.549079819038469,-3.879604810817445,2.1891320941476264,-0.3119000000000014,0.8839320941476272,3.39259,3.03567,0.885893,0.5019013600468492,5.40837,6.74783,50.9794,31.7161,2338.44,0.012299999999999978,0.4677,7.42367,0.421406625514404,5.27954,7.002263374485596,0.6102477239149242,-1.1702597639764216,2.7722384139972465,2.408737685859389,0.8547273218704139,63.62599771949829,21.20866590649943,10.604332953249717
3300,JADJOQ_clean,H8C341O217Zn62,-4.8386200008841245,-4.66821511441631,-8.059166484013364,-5.677098534617011,-2.382067949396353,2.2861471650199574,-2.405100000000001,1.6378471650199584,2.47681,2.10329,0.348088,0.2248685296134877,12.155,10.1546,55.9777,33.2858,3125.11,0.0232,0.5438,5.91435,0.31116415929203445,5.41176,5.603185840707965,0.417989849321485,-2.151869197067062,9.836094071564752,3.9427530414376575,0.572436680690501,54.29936305732484,34.554140127388536,0.0
3301,ja406030p_si_007_manual,H1302C2604N372O1519Cr3Zn186,-5.520143212506474,-7.124697623459983,-8.349595009180616,-6.1287311078511815,-2.2208639013294347,4.903833722130548,12.967999999999996,-3.0223662778694464,5.08187,5.35408,2.16769,0.736641538732986,4.20622,4.88549,40.6928,25.645,2577.11,0.014900000000000024,0.6412,11.4235,0.9679685466377439,8.86509,10.455531453362257,1.2506470297591537,-2.4508647619998998,9.487607157958362,6.787097804391218,0.7385147766932422,43.50150350818577,25.375877046441698,6.214500501169395
3302,ja5b02999_si_003_clean,H12C744N310Cl31Cd124,-3.8793323229338412,-4.0330614324732075,-9.140261889343655,-7.13992882389845,-2.000333065445205,2.0327283670280023,2.4141000000000012,-1.1136716329719976,5.03769,3.91662,0.179761,0.3716073309362592,1.18796,2.06839,33.2652,20.9749,2065.99,0.005800000000000027,0.746,15.13708,1.4813782456140352,12.33935,13.655701754385964,2.1283205096393045,-1.440102455592427,3.815196827316148,3.3675547655201363,0.8056976407074945,60.93366093366093,0.0,25.389025389025388
3303,JAJLEO_clean,H11C682O248Dy31,-8.530588670718743,-8.519177997294445,-6.667301416917868,-2.1290052929740595,-4.538296123943809,3.9808818733506364,-1.2971000000000004,2.7304818733506373,2.32157,1.99226,1.88106,0.5246277429751188,18.5661,17.4225,70.2708,41.8841,1929.42,0.03829999999999997,0.2159,5.64239,0.2532471428571421,3.24172,5.389142857142858,0.5157483961809918,-2.4073294510303893,7.584485457886117,1.5518115024068913,0.8959388377141388,70.16460905349794,25.514403292181072,0.0
3304,JAJKUD_clean,H11C682O248Eu31,-8.006167926728482,-8.196131412797234,-5.890805250012005,-1.7201934528552167,-4.170611797156789,4.025519615640445,-1.3093999999999966,2.7890196156404423,2.29734,1.97969,1.91791,0.5244348901555914,19.223,17.8437,69.8247,41.597,2069.81,0.039100000000000024,0.2314,5.63455,0.2740500000000008,3.27895,5.360499999999999,0.5210467829283661,-2.39767118685024,8.668567444397967,1.7359604201024217,0.7785400717639045,70.16460905349794,25.514403292181072,0.0
3305,JAJLAK_clean,H11C682O248Tb31,-8.260239794115819,-8.34594066884117,-6.191256793630519,-1.8807374980885752,-4.310519295541944,4.035421373299226,-1.275100000000002,2.776121373299226,2.31197,1.98784,1.90948,0.5260730245740057,19.0165,17.693,70.0447,41.7536,2049.94,0.034499999999999975,0.2167,5.63007,0.30998266375545835,3.26903,5.3200873362445416,0.5229559845768043,-1.7628493651763424,4.85778955191823,2.040744055726349,0.845577569880651,70.16460905349794,25.514403292181072,0.0
3306,ja500330a_si_005_clean,H9C775N310O868Zr186,-5.312964172683559,-5.560872300228353,-7.25745544022141,-4.508582653531857,-2.748872786689553,2.8119995135388,-0.7699999999999996,1.3779995135388026,3.08351,2.6369,0.976381,0.5118065298127613,12.1956,10.9509,54.7709,32.9348,3043.07,0.03700000000000003,0.4667,6.72449,0.581767882797732,3.87834,6.142722117202268,0.4833611059011419,-1.338314016817662,5.48389035947163,5.71932800588608,0.5089606510440052,36.08007448789572,40.4096834264432,14.432029795158286
3307,JAKBOP01_clean,C306N459Mn1,-3.331830995270041,-3.357208589306898,-1.9189340628386073,-1.3506039638810046,-0.5683300989576028,2.788878490349295,-2.3987000000000016,2.1555784903492983,1.8979,1.77934,2.28824,0.5277357528900022,20.5407,17.0752,60.2216,35.5814,3275.84,0.027000000000000024,0.5254,5.90212,0.2244777235772366,4.65657,5.677642276422763,0.2496911305027242,-1.4426209812753945,3.988584671464333,3.1820380691976022,0.7724933903646565,39.94778067885118,0.0,59.92167101827677
3308,JAKBIJ_clean,C306N459Mn1,-3.367202846943918,-3.3868692399555265,-2.6383942801842326,-1.8440032392330596,-0.794391040951173,2.5924781990043533,-2.584299999999999,2.124878199004354,1.91838,1.81036,1.8722,0.4389769692481584,21.357,17.1141,61.2538,34.7612,3592.8,0.03170000000000006,0.5789,6.32428,0.30337090909090936,4.47279,6.0209090909090905,0.4602559474793156,-1.6997984981446663,4.965096330815837,2.4032732183999364,0.7833312135669668,39.94778067885118,0.0,59.92167101827677
3309,ja5b02999_si_004_clean,H13C744N310Cl31Cd93,-3.875878413323593,-4.129037051981806,-9.0840116723341,-7.135924883927435,-1.9480867884066644,2.1809502635751414,3.237599999999997,-1.3748497364248546,5.34417,4.13364,0.212462,0.39713798844996356,1.27495,2.10051,33.0285,20.8713,2061.49,0.0025000000000000577,0.7514,15.07908,1.2164943835616437,13.09221,13.862585616438356,2.185454521437718,-1.969145661834384,5.551993311879333,3.136132707435828,0.878519544878584,62.46851385390429,0.0,26.028547439126783
3310,JAKBOP_clean,C306N459Mn1,-3.454146401885663,-3.465455559691585,-2.7178340393392313,-1.8534765467230048,-0.8643574926162265,2.6010980670753585,-2.5565999999999995,2.1212980670753576,1.93124,1.80702,1.85426,0.4372259036154074,21.2613,17.3796,61.5694,35.2248,3540.03,0.030100000000000016,0.5689,6.0862,0.256368855534709,4.58939,5.829831144465291,0.2871078688156045,-2.375966181004028,9.361172654484427,2.488319946745614,0.7098699637904343,39.94778067885118,0.0,59.92167101827677
3311,JAKBUV_clean,C306N459Mn1,-3.4281275364154933,-3.4542545714133173,-1.9642273829974015,-1.2450505150395534,-0.7191768679578481,2.7350777034554694,-2.642800000000001,2.2398777034554707,1.77477,1.62501,2.54051,0.5528912981635044,22.12,17.7986,61.8215,35.6032,3456.65,0.05610000000000004,0.5211,5.91783,0.2946499233716473,4.07753,5.623180076628353,0.4333985827815804,-1.7350444652307695,5.28929550082198,2.7633612559073484,0.7582067017629656,39.94778067885118,0.0,59.92167101827677
3312,JAFPIQ_clean,H5C93N31O31Ag31,-4.159287153648078,-3.9571875660718825,-4.7979056206915525,-2.8334260412596746,-1.964479579431878,1.9927079866400046,0.2234999999999978,0.7252079866400063,4.18341,3.58434,0.40419,0.5120487132865901,11.2424,11.2978,53.294,32.6845,2941.49,0.03789999999999999,0.4754,7.2706,0.5296339892665474,6.70758,6.740966010733453,0.851213884729752,-1.7470755017138986,5.079144044134599,1.874477363934662,0.7978259276518136,48.69109947643979,16.230366492146597,16.230366492146597
3313,JALTUL_clean,H816Li1C204N204,-2.045213713061965,-2.0408235085655373,3.7609586216768465,-0.4138710630787497,4.174829684755596,6.215653193321133,0.9148000000000032,3.68195319332113,2.84495,2.40488,1.7161,0.5265257183507263,29.0264,18.4501,59.8131,33.8975,3787.71,0.24219999999999997,0.2564,4.57829,0.24746098445595877,3.71941,4.330829015544041,0.2001497801519796,-0.7588022611936434,2.3139370322238557,3.103436784003333,0.6809955714646868,16.653061224489793,0.0,16.653061224489793
