Structures,pore_dist_mean,pore_dist_std,pore_dist_skewness,pore_dist_kurtosis,pore_dist_neff
ABUWOJ_clean,5.067368421052631,0.2922479499772889,-1.230950780923952,3.66050879904681,4.240324190990779
ac403674p_si_001_clean,8.464269662921348,0.27290319162847837,-14.32382146020534,248.8462699605416,1.1010013399385075
ACAJIY_clean,4.603409090909091,0.22510041377347959,-0.37720435732865204,6.3108312270056866,2.1725347173516623
ACAJIZ_clean,6.123076923076923,0.26586092326644634,-3.9988381853971133,19.368030958360368,1.2419640494269486
ACAJOF_clean,6.682191780821917,0.2986694079997327,-2.6827707095444118,9.780485456898127,1.4220146764509674
ACAKUM,4.617934782608696,0.18549017343876759,-2.173787045449516,6.686153753634066,1.5091379156637248
ACAKUM_clean,4.617934782608696,0.18549017343876759,-2.173787045449516,6.686153753634066,1.5091379156637248
ACALIB_clean,4.047321428571428,0.2531797150489054,-1.617525503426397,4.296934705320695,2.585325638911789
ACECIV_ion_b,4.270212765957448,0.2132972091038664,-1.0824018470701136,2.2404493948169697,1.7244340359094457
ACIBIY_clean,5.28262910798122,0.12267992821373937,-2.9618314995332784,12.758011449563945,1.8055876149162255
ACIBOE_clean,7.521178343949045,1.1976412114561474,-0.2941065185288734,1.2073242126052293,2.594460890730873
ACMPCD_clean,5.42076923076923,0.929573612250109,-1.1816538980567584,2.571326570542198,2.332321280706597
ACOCOM_clean,,,,,
ACOCUS_clean,,,,,
ACODAZ_clean,,,,,
ACODED,5.777380952380952,0.41914061468113956,-1.0809811982056576,4.508718667875831,3.6918247220405496
ACODON_clean,6.748553719008265,0.6415196762751337,-1.1023358110019834,3.818153664445745,4.638548968357688
ACODUT_clean,4.859482758620689,0.8991354514463116,-0.30104429412813716,1.3648180613371885,3.0554041780199817
ACOGAB_clean,5.063870967741935,0.3200572269328825,-2.295610677057019,9.710374702092508,3.0649996810614275
ACOGEF_clean,5.0901587301587305,0.3498729568226843,-1.590126625596061,6.777092946154378,3.5952389579332587
ACOLEL_clean,3.772727272727273,0.23775812419312764,-0.283415636141267,1.3014773776546642,3.4571428571428573
ACOLIP_clean,4.667037037037037,0.30207081356204485,-0.5927219442467744,2.598011067875664,5.3165110851808635
ACOLOV_clean,7.7629573170731705,1.0303547391175867,-0.9177570682645325,2.9749513996163977,5.787041768645276
ACOLUB_clean,6.6985401459854,1.0467643623965392,-1.1299510001183495,3.463160474293135,4.957911420269437
acs.cgd.5b01554_VAGNUP1452791_clean,5.848842105263158,0.32452998615129136,-2.1761086584615525,10.146330127611263,4.154620951258585
acs.cgd.5b01686_WAHFUJ1434675_clean,4.93849765258216,0.4004945255780207,-1.2870259939984519,3.3247627750941753,2.4369662136756727
acs.cgd.6b00163_UKEBOD1448508_clean,4.732558139534884,0.4958999009236375,-1.644846643702913,4.174852355785139,1.8800203355363498
acs.cgd.6b00463_OLOMUZ1451936_clean,,,,,
acs.chemmater.5b03723_cm5b03723_si_004_clean,,,,,
acs.chemmater.5b03723_cm5b03723_si_005_clean,,,,,
acs.chemmater.6b02817_cm6b02817_si_004_clean,8.973071718538565,1.2664581615531976,-0.2329484021155033,2.3148485983228646,3.7024399503738907
acs.chemrev.6b00346_cr6b00346_si_001_clean,7.947857142857144,1.5237766923546459,-0.83618868032214,2.6914976414728766,5.544868167930293
acscombsci.5b00188_24205_clean,5.664470588235296,0.11934631646010346,-5.526515123356176,43.03635046814389,1.3724782493066372
acscombsci.5b00188_3001288_clean,,,,,
acscombsci.5b00188_34903_clean,6.394795539033457,0.022211701481471727,-4.0335081102025345,17.269187675069755,1.1094739424418516
acscombsci.5b00188_5013797_clean,8.937807881773399,1.2062589737942098,-1.7321633786958586,5.621268190406168,5.980444444444444
acscombsci.5b00188_5020072_clean,14.154878048780485,1.156489547967812,-3.145097848707751,13.939523243989624,2.7300582499043604
acscombsci.5b00188_5024922_clean,18.740416666666665,2.229927089926684,-3.6917268274510566,20.494810128020667,11.188811188811188
acscombsci.5b00188_5036495_clean,10.620251177394035,0.5996974116798711,-2.429412424351289,10.953043314286269,3.1163138977635785
acscombsci.5b00188_5040209_clean,7.3500000000000005,0.6508303460755517,-2.292112195944643,8.405969357257177,3.4741659285503395
acscombsci.5b00188_8372_clean,5.83724420190996,0.3466330613873074,-2.826140833268228,11.96176677023871,3.655748412952215
acs.inorgchem.5b02108_ic5b02108_si_002_clean,7.464391143911439,0.17533704536909833,-5.237718439167212,30.21612706155616,1.107114591734441
acs.inorgchem.5b02316_ic5b02316_si_002_clean,9.846870451237264,1.2574382888137714,-2.6262445975775295,9.431299612897776,1.7543033434311521
acs.inorgchem.5b02378_ic5b02378_si_002_clean,4.134821428571429,0.04764043418555061,0.6372138158713431,1.4060414471373246,1.8312408759124088
acs.inorgchem.5b02973_ic5b02973_si_002_clean,11.596724470134875,0.5290126616111855,-3.0097518469049356,12.723612059377036,1.4191011058368588
acs.inorgchem.6b00081_ic6b00081_si_001_clean,6.904761904761906,0.6692528686416789,-1.5704025426479054,4.532621936862259,2.0739632321504917
acs.inorgchem.6b00136_ic6b00136_si_002_clean,6.678316326530611,1.410895728634963,-0.9938215999450429,2.136558608570913,2.1423751498759165
acs.inorgchem.6b00276_ic6b00276_si_006_clean,,,,,
acs.inorgchem.6b00433_ic6b00433_si_002_clean,5.816058394160583,0.5434726910647745,-1.5643793268663329,5.11228998716315,3.013890004014452
acs.inorgchem.6b00894_ic6b00894_si_002_clean,5.746366782006921,0.6051642950046441,0.1978303638419826,2.8483107292844636,5.199589117848472
acs.inorgchem.6b00894_ic6b00894_si_003_clean,5.136428571428571,0.6661414172344353,-1.6776501905173904,4.3670161395972045,4.292597459483137
acs.inorgchem.6b01211_ic6b01211_si_002_clean,10.248560209424083,1.917257126823078,-1.094078142911428,3.0998599931954516,3.2448106022703267
acs.inorgchem.6b01416_ic6b01416_si_004_clean,6.759237536656892,0.3360255967048535,-2.90794943040352,11.176200766366179,1.910097409530693
acs.inorgchem.6b01569_ic6b01569_si_002_clean,6.256521739130435,0.6657093430088745,-3.592937746231974,15.700683366026459,1.9050864609065745
acs.inorgchem.6b01740_ic6b01740_si_002_clean,,,,,
acs.inorgchem.6b01762_ic6b01762_si_002_clean,,,,,
acs.inorgchem.6b02407_ic6b02407_si_002_clean,6.081785063752276,0.8686797245363935,-0.9768079853273709,2.241129515303669,3.4935727284318383
acs.inorgchem.6b02407_ic6b02407_si_003_clean,5.822610722610722,0.7867057929367688,-0.4591185406519813,2.232101359793308,3.850310675955564
acs.inorgchem.6b02413_ic6b02413_si_002_clean,,,,,
acs.inorgchem.6b02514_ic6b02514_si_002_clean,5.773854447439353,0.7330039882149213,-1.3597094695939087,3.3392419091380603,1.8905951677815476
acs.inorgchem.6b02696_ic6b02696_si_002_clean,,,,,
acs.jchemed.6b00258_ed6b00258_si_005_clean,4.347368421052632,0.3544728050627945,-2.3648567520734427,7.118767768881689,1.7118018967334037
acs.jpcc.6b04690_jp6b04690_si_005_clean,6.664102564102564,0.9000370467104677,-1.8602415419769092,5.711397732004021,4.286478403404843
acs.jpcc.6b08594_UiO66_Ce2Zr4_opt_clean,8.006326530612245,0.5270835966595385,-0.7459409195885938,2.7904143541489552,3.2411782175544697
acs.jpcc.6b08594_Zn2Cd6MOF5_opt_clean,14.062178919397697,1.4390711008071435,-1.1404940339729355,2.5156081230162224,2.6979098538485147
ACUBAB_clean,6.482724252491694,0.48605184810508434,-0.9291089520006077,1.917764893299428,1.8440699354786183
ACUFEK_clean,,,,,
ACUJOZ_clean5b,,,,,
ACUJOZ_manual,,,,,
ACUTOI_clean,5.168844221105527,0.14574077232490798,-8.254429555619044,88.27064809019735,1.1803224941134391
ADABAK01_clean,4.3,0.0,,,1.0
ADABAK,3.8941176470588235,0.041594516540385124,-6.929646455628166,49.02000000000001,1.039984006397441
ADABIS_clean,4.0,0.0,,,1.0
ADABUE_clean,4.3181818181818175,0.41227715409737853,-2.2106588879454074,6.266541192416894,1.775221880094186
ADARAA_clean,,,,,
ADASAB_charged,,,,,
ADASEF_clean,,,,,
ADASIJ_clean,13.953599221789883,4.059942003150884,-0.19587768096895838,1.7712945086427558,6.309158208955224
ADASOP_clean,14.093364485981306,4.10400111218701,-0.3286344359581494,1.7034171310412387,6.36826823597468
ADASUV_clean,13.405517909002906,3.3228794922416314,-0.4069059052692741,2.243433075562654,7.084972744716591
ADATAC_clean,,,,,
ADATEG_clean5b,,,,,
ADATEG_manual,,,,,
ADATIK_clean,,,,,
ADATOQ_clean,9.491676168757127,1.7944324245778105,-1.6724671578195929,4.4028838306125175,3.113869984332047
ADATUW_clean,9.37895362663496,1.7819205257354724,-1.7910375513720502,4.793801317804991,2.660801685382691
ADAVAE_clean,9.218496420047732,1.7390514331723161,-1.7745562681663722,4.670170699526043,2.5964416706105062
ADAVEI_clean,9.037264150943395,1.7878331108107017,-1.5179240353998447,3.8373064062889912,3.44791476874982
ADAVIM_clean,9.243699421965317,1.7684414489057192,-1.5067837745163901,3.8460915066410344,3.387150805111792
ADAXEK_clean,5.8881578947368425,0.4157165992099975,-2.2155486410235437,7.071018391290809,2.2206843521722415
ADAXIO_clean,5.9955414012738855,0.056256859787902,-12.783666704138229,167.35205058610805,1.0128407946911018
ADEGIA01_clean,4.84780487804878,0.47989588400860417,-1.810298057077059,5.084468688215579,2.0030027167437203
ADEGIA_clean,4.975348837209301,0.47259476144489754,-2.112330573824075,6.0631843088020485,1.9629283621385196
ADIQEL_clean,4.6450549450549445,0.0497548633963597,0.19877674693474776,1.0395121951219575,1.9806266443434586
ADOBAX_charged,5.077464788732394,0.6360523459498723,-0.08337672340384095,1.56521156055942,5.404288266825492
ADOBAX,5.123923444976077,0.6516830722638219,-0.18908257253929522,1.523306977800238,5.736178594878529
ADOBEB_charged,5.066046511627907,0.6345924879350885,-0.06277780478098915,1.5619414209470739,5.64752596212584
ADOBIF_clean,5.007,0.568786134383273,0.38071238718525324,1.5956536884023294,5.9760956175298805
ADOBOL_charged,5.176470588235294,0.6948799403406962,-0.5598804588230671,2.040360207073404,4.65228589826143
ADOBOL_clean,5.176470588235294,0.6948799403406962,-0.5598804588230671,2.040360207073404,4.65228589826143
ADOBUR_charged,5.021428571428571,0.6768398960595919,-0.32089903548022064,1.5329495295236708,4.994279771190848
ADOCAY_charged,5.025380710659898,0.6875731486575263,-0.32120420399516,1.4839917840354475,5.666374653234048
ADOCEC_clean,4.997460317460318,0.4703864276129139,0.5033109111327437,1.7395287726972244,5.075187969924812
ADOCIG_charged,4.988172043010753,0.6354829612641999,-0.36218383122530934,1.5726551721331736,5.8498478187352045
ADODAA_charged,9.368777614138438,1.3702273364263455,-2.1076488139664358,7.080455062505659,4.9125829790408
ADODII_clean,5.87741935483871,0.5334937323837776,-3.5265367246707493,16.540786663109426,3.047688031008966
ADODOO_clean,5.900373134328359,0.4063395145309897,-5.257723067785671,34.905241468087304,2.4997911736043434
ADODUU_clean,5.904961832061068,0.3752024879183971,-5.692839287615513,42.50209992029381,3.0740707568293777
ADOGEH_clean,11.608625336927224,1.896679179735076,-2.275602292613972,7.403070689745745,2.6172715085711027
ADUROI_clean,,,,,
ADUWIH_clean,8.274406991260923,1.0360573876542363,-0.03293927094331847,2.996379377365983,3.9338614444165128
ADUWON_clean,,,,,
AFEDIA_clean,3.5754716981132075,0.10623160951139064,-1.388224892374062,4.306435729283798,2.206598586017282
AFEJOK_ion_b,6.00695067264574,0.3161159069472905,-0.42491150825170093,1.8530735683163924,3.060622845888725
AFEKAX_clean,7.833333333333333,0.9756756082906259,-3.2165848672082165,12.932494462744044,1.535339498778092
AFENEE_clean,4.384705882352942,0.14512135477749907,-3.855356595414116,21.116863459557845,1.9667891656458418
AFIPAH_clean,4.74678111587983,0.12360962080613441,-8.168162728740771,82.65082163834346,1.9977552897884086
AFITEP_clean,4.752978056426333,0.07907519627427417,-1.8858559537064914,6.1119442560542785,1.9616578313253012
AFITIT_clean,6.431129476584022,0.8016481591787025,-0.9103583044783986,3.896090222587956,8.524875460956201
AFITUF_clean,6.299445983379501,0.88952022487502,-0.4656096800700789,2.6117544625407367,8.162918885061071
AFIXAO_clean,5.904098360655738,0.5124777816295838,-0.4704475449830783,1.8791715880691438,4.313925028983641
AFIXES_clean,5.969602272727273,0.557094594541683,-0.8855905569928801,2.3000068412182455,3.0838767484693115
AFOQUI_clean,4.3147887323943666,0.3078657067524212,-1.595874527036164,4.430346619724336,2.4016198189614104
AFOTOF_clean,8.697306397306399,0.8766285376311779,-2.7305436382983856,10.372182608586378,1.8632686255043198
AFOTUL_clean,8.730642504118615,0.9362637808087821,-2.429477977720896,8.737819423725405,2.0765060274914475
AFOVAT_clean,8.175694444444444,0.8834509770542022,-2.459732987811439,8.833000055851336,1.9508890770533447
AFOVEX_clean,8.726633986928105,0.9835708138070146,-2.562409429272997,9.419386926834695,2.048121090161424
AFOVIB_clean,8.671959459459458,0.9008765692097109,-2.6212594820896897,9.788318617254912,1.8973537182207978
AFOVOH_clean,8.635313531353138,1.0000035399516904,-2.4089531982056878,8.058886797550056,1.8305784300041872
AFOYAW_clean,5.561214953271028,0.587558245719391,-1.3630404355612642,4.445797948780173,4.140687160940326
AFOYEB_clean,5.901315789473684,0.5350832254628668,-5.237748906299555,28.434013605442182,1.067948599426828
AFOYIE_clean,9.144414893617022,0.5747531183144837,-5.735960889459959,44.01218854720448,1.2682931205396992
AFOYOK_clean,7.351521298174442,0.8689497974915391,-1.7556125916423704,6.029310510492875,2.5020228327894505
AFUKAP_clean,6.540566037735848,1.1027006557561554,-0.9414301630566267,2.672161699763114,5.70463920797106
AFUKET_clean,5.739805825242719,0.3785741788581274,-2.65571905388978,11.201984097334241,4.4660071563881285
AFUKIX_clean,7.737201907790144,0.9426727514402686,-1.5960373267391215,5.74665991633235,11.177878231388615
AFUPEX_clean,5.565407554671968,0.28909295130737933,-0.8819757691839681,3.16530206854428,2.977382115160573
AGABIU_clean,12.202902902902906,1.5134437860968795,-2.44547352310505,8.384338494648244,1.799759791819577
AGARUW_clean,7.038258575197889,0.25732155309588756,-5.404302808688827,34.24006479310972,1.2473059455892186
AGAXOV_clean,6.960403530895334,0.526973168089847,-2.2305661753147077,8.788831651596732,4.2291200107602815
AGAYIQ_clean,4.301075268817204,0.17990118174937114,-1.6892664896481002,4.870100144360005,1.866824951435355
AGAYOW_clean,5.39051724137931,0.6064279882023492,-0.733952136189168,2.672970684003572,8.93492695883134
AGESIP_clean,3.8747967479674794,0.0771372928008482,-3.0412893687284837,11.28700573636378,1.2434453850579437
AGIMOU_clean,4.4671232876712335,0.09659234281536543,-3.636331183958177,16.403239395643862,1.390294808244195
AGIREP_clean,8.723848238482383,1.9521859997219653,0.10298827406075253,1.6578402023897356,8.40655676977218
AGOFEJ_clean,,,,,
AGONAM_clean,5.930434782608695,0.13810765368929206,-2.0472392064312226,6.259361484989869,1.799508640782815
AGONEQ_clean,6.431420373027259,0.1535887941586529,-3.3059370311591567,14.242577364052465,1.9829505332805426
AGOVOJ_clean,,,,,
AGUBUA_clean,5.740384615384615,0.09012119669081142,-9.305079297411257,136.15793180111996,2.0458279290964114
AGUTUS_clean,3.6193877551020415,0.1639177016410582,-2.828556829325749,11.18051608127239,2.0941997383340603
AGUVOO_charged,5.632291666666666,0.521664961059512,-1.489574572857923,5.717147713355153,5.249038872276805
AGUWUV_clean,4.707853403141361,0.1864271385442602,-1.7821505810921878,4.582881988354097,1.654992514630495
AHAMAY_clean,4.660655737704918,0.05515607816806814,-1.3073179023651762,5.357138620784273,1.9131105398457584
AHEBAS_clean,5.675735294117647,0.5008076306047785,-0.9493366991646096,3.192820530751479,3.075490522115065
AHEQAH_clean,8.471108179419527,1.2596840020937738,-1.1024491295530534,2.4856281378044547,2.2804140405467623
AHINIP_clean,4.599019607843138,0.7412886366003375,-0.3498542174680628,1.5426785931335365,3.577716643741403
AHIYOH_clean,5.683410138248847,0.19344412377128403,-4.035387455267402,34.430096033830836,2.1691003731171405
AHIYUN_clean,5.038666666666666,0.4582265330112997,-0.8841475162494764,2.411038738934809,3.1512605042016806
AHOBEG_clean,4.604635761589404,0.548488319717753,-1.6488483096621729,4.84696837824024,4.11496119833965
AHOJUC_clean,3.834782608695652,0.23641408462206193,-3.64285609493379,14.67799664196224,1.1971335177269298
AHOKAJ_clean,3.8415384615384616,0.20746996645839733,-4.014535110937803,18.141109212647525,1.294820717131474
AHOKIR01_clean,4.226020408163266,0.15807024914619294,-2.1298361698787227,7.249789440780182,1.5179389916232022
AHOKIR_clean,4.7589147286821705,0.14038286689603416,-4.238602716124045,22.49227253130899,1.275465624281444
AHOKOX_clean,4.777054794520549,0.10129752602301016,-4.9659009267527585,27.63417719689381,1.1510029968411675
AHOZAA_clean,4.991603053435114,0.7415723102222644,-1.3953830314507647,3.628153247053514,3.7708196000878926
AHUFIU_clean,8.61474358974359,0.5842817733457351,-2.5265341449869845,12.166530269629948,4.303965817286605
AHUTIH01_clean,4.265248226950354,0.1051751768052007,-3.0752441027295863,11.433585674396468,1.2667091430391844
AHUTIH_clean,4.277018633540373,0.08284419800731009,-3.7455078125177805,16.566792587684596,1.1808573641291968
AJAKON_clean,5.090946502057613,0.43631491960753144,-2.021177446109764,6.376866200924154,3.9793112743446324
AJAMEF_clean,4.245544554455447,0.18959297333934355,-0.7287196464978707,1.8494994590813383,2.777293765314457
AJAYIT_clean,7.036213991769547,0.283143123316807,-4.35751007771994,20.2397826932442,1.1154579972420047
AJIGIL_clean,6.380575539568345,0.7299726710013749,-2.8221465121759004,10.919473955011396,3.7256074045507135
AJINOY_clean,3.617142857142857,0.2171052599030042,-0.5054108281387275,1.709142208980236,2.1453590192644483
AJOTEY_clean,6.622660098522167,0.1821568039238553,-5.601023917350886,44.19014120957174,2.156899349233212
AJOVEB_clean,5.420512820512821,0.36400865527853266,-2.1317602932175865,6.206658086205987,2.341296718182378
AJOXAA_clean,6.806542056074767,0.2858079310742294,-5.078525594919738,34.360461208725575,1.6555862841856008
AJUNOK_clean,4.912571428571429,0.4583968515046626,-1.6606934406827902,6.638324721483985,4.896083133493206
AKAYIV_clean,9.502719665271965,0.18138509644290846,0.09208552718085657,1.143667813346544,2.808101664085736
AKEDIF_clean,6.031807228915662,0.17630849591235032,-2.8448353495044874,9.804760750147235,1.5808725663879277
AKIXEZ_clean,10.22448,2.4638621571833115,-0.9360185297914996,2.26747247527916,3.1990385481585824
AKOBAF_clean,4.795049504950495,0.15245595866163483,-6.261973270823517,62.03783246208707,3.0874697336561745
AKOHEO_clean,5.806153846153847,0.34856934993767935,-2.311001078914062,7.9784892206411895,3.051153460381143
AKOXIJ_clean,6.458967391304347,0.9328113299041467,-0.9027320927328242,3.018753418677065,2.9898882854241178
AKUHOD01_clean,3.6323076923076925,0.1203938310554699,-3.5485333479958014,17.73150427844148,2.292457948996202
AKUHOD03_clean,3.5857142857142854,0.05516041709505274,-5.163905941538987,33.1014277215941,1.203369190176578
AKUHOD_clean,3.6378787878787877,0.11114439354602007,-3.7657115648600703,20.22018668796207,2.178
AKUKUO_clean,5.0797153024911035,0.4887138222785585,-2.662048942133039,8.677028048117375,2.724766210014148
ALAHUS_clean,6.969037656903765,0.6016048226192123,-2.8265170143723912,11.847787176402386,3.52294313556186
ALALUU01_clean,3.5804597701149423,0.2807375673380563,-2.1467510078655105,5.827059283112686,1.5654601861427093
ALALUU_clean,3.615555555555556,0.2123472581049527,-2.529407015390149,8.053576256362495,1.4983351831298557
ALAMUW_clean,11.064846077457794,1.4534332709929962,-1.722468721561184,4.810034594824239,4.31137783106508
ALANAD_clean,7.773076923076924,0.938425633333039,-0.6609765368896309,2.1689598950959463,6.386563443117701
ALATAK_clean,3.818548387096774,0.2021525037081239,-3.0299095056442216,11.646243799598436,1.7191413237924866
ALEJAE_clean,,,,,
ALEJEI_clean,,,,,
ALEJIM_clean,,,,,
ALEQIT_clean,6.162921348314606,0.1479310669044384,-5.4381309859182885,34.89994837246245,1.2930133855697028
ALIBUT_clean,11.203981264637003,3.4365180460284845,-0.96848403190241,1.9717295086389208,1.8769907040426606
ALICAA_clean,11.062864077669902,3.434583474268648,-0.9265302340711241,1.8914591192480785,2.0239906517539885
ALIFUY_clean,4.444954128440367,0.4176136308656494,-1.2907117106194834,3.0376168430266954,2.0854835878532563
ALIPEQ_clean,3.8948497854077253,0.1635683073504212,-2.4298912938305044,9.796940085140244,2.852061991069083
ALIXAU_clean_h,5.610958904109589,0.4687674435360746,0.03304971911831895,1.1139019895146192,3.1264300381343504
ALIXOJ_clean,7.925592417061612,1.0541465576464173,-1.7354515994289674,4.725560175188369,1.975891197254289
ALIXUP_clean,6.1143250688705235,0.6358558789049159,-2.36586256455631,7.527117069257135,1.9084510102107322
ALOLES_ion_b,5.201574803149606,0.7659057991838074,-1.3396830484699664,4.069979476115824,4.311414060411654
ALOLET_charged,8.849003322259135,1.1053662536943298,-1.3686805566649578,5.4577117183278325,3.114185542914103
ALOLIX_charged,8.731120943952803,0.7690293350165017,-0.5133457832408318,3.321733705896297,4.323345183680379
ALOLIY_clean,7.17074340527578,0.8428612192280365,-4.002712095598771,17.75665251640706,1.29517574240833
ALOLOD_charged,,,,,
ALONEV_clean,,,,,
ALUJEX_clean,5.921067415730337,0.30991116152760456,-0.48538187342704003,2.9008213798968523,6.017282309372329
ALUJIB_clean,6.08808864265928,0.33203302727387046,-1.0098155445936068,3.7036700942075225,4.747750373419796
ALUJOH_clean,6.121866666666667,0.33728600458496477,-1.3091008682859349,4.635142939397667,4.922982671100998
ALUJUN_clean,5.029831932773109,0.4060373853575914,-2.660463890254118,9.017995138706654,1.835158426747878
ALUKAU_clean,4.961135371179039,0.359913288947639,-2.912835438112817,10.506526625736699,1.7442541160818228
ALUKIC_clean,7.785904761904763,0.8451155967570865,-0.6300111788171447,2.3179481923674374,6.532868773776087
ALUKOI_clean,7.755417066155321,0.835167176343305,-0.5702160486131402,2.3113152445131746,7.524461352239322
ALUKUO_clean,7.7780651340996165,0.8545167864274433,-0.6079245571383479,2.227434180194357,6.64992495515613
ALULAV_clean,7.736538461538462,0.8529651553334509,-0.5595302728437002,2.247843658210415,6.3347780250673535
ALULEZ_clean,,,,,
ALULID_clean,7.228746177370031,0.8697248781704644,-1.0757210554295842,3.710104913475961,5.594130110648984
ALURAB_clean,6.458630136986302,0.8433548710618899,-1.1628954849807034,3.579155033553743,4.867377881699609
ALUREF_clean,6.373638968481374,0.9710678234777314,-1.0561543709989265,2.8700930627678254,5.522101827084373
ALURIJ_clean,6.43816155988858,0.8729407708987411,-1.1447198562649497,3.4971611354151815,4.419938955382558
am301365h_si_002_clean,11.747027027027025,0.40621876366586585,-7.995181673648038,78.09096708557877,2.1509675076639456
AMAFOK_clean,6.827935222672065,0.18261757305947485,-2.1955641325518815,5.95630302026779,1.3301284147644277
AMAGAX_clean,7.096258503401361,0.12651643911550647,-0.3933062960398816,4.683749356823146,2.7801865551624316
AMALND_clean,4.297872340425532,0.27209929484698153,-3.2885841041878487,14.193656730290853,1.6621519939804363
AMEJIM_charged,6.935930735930735,1.0193193869040784,-2.4430508885955247,7.803437722800897,2.000862424537853
AMEJOS_charged,4.443119266055046,0.3520235012163756,-0.8199998960728019,3.177210203231882,3.9198284394589242
AMIKOX_clean,3.38,0.1469693845669906,-0.4082482904638594,1.1666666666666647,1.9230769230769231
AMILOY_clean,10.414357262103504,1.7018386048540175,-2.6371766450376137,8.60315269740543,1.902575469146866
AMILUE_clean,11.014655172413793,1.7217299995756488,-2.9795296353843783,10.315400212339467,1.4821995065209728
AMIMAL_clean,10.636019736842105,1.514535476684773,-3.035276714770167,10.729477783748413,1.9744477203777293
AMIMEP_clean,10.83942652329749,1.8192383969561539,-2.7085633936364646,8.54107413080468,1.73020371419998
AMIWID_clean,5.189417989417989,0.29777691286449826,-3.7170908477225875,20.300451499760808,1.5484416316268586
AMIWOJ_clean,5.242857142857143,0.16683403422698892,-3.300818730154166,13.221430118825065,1.388381255763266
AMIWUP_clean,5.232352941176471,0.17187647451396446,-2.9810823089136886,12.121084355686857,1.4794169925346605
AMIXAW_clean,5.233707865168539,0.17796844829863662,-3.1583715012889972,12.718221890832039,1.4504669474455227
AMIXEA_clean,5.20655737704918,0.23460385337702708,-3.1664477678229983,14.320043926239034,1.5348549429396399
AMIZIG_clean,6.633870967741936,0.3342188204003721,-5.5002529939264475,34.1131687368313,1.0913564668769715
AMODUC_clean,7.7853801169590655,0.7851079200685551,-0.5869087310418836,2.7380464343265465,7.4852169461154485
AMOFAK_clean,7.707035175879397,0.6310004449893264,-1.0291611447373272,4.078418616874759,9.56647566408024
AMOYOR_clean,4.929113924050633,0.2749692266943805,-4.856695883212197,27.02086825624705,1.3052389417546795
AMOZAE_clean,4.217213114754099,0.17163276797021587,-2.689923709853653,11.098270757321801,1.845734126984127
AMUCOB_clean,3.95,0.1322875655532295,-2.2677868380553665,6.142857142857152,1.28
AMUFAR_clean,4.403783783783783,0.2665835029805082,-1.3125320461832015,4.998177753785974,2.6545412239199564
AMUFEV_clean,4.041904761904762,0.15601034909563943,-4.94353984114105,32.53487888227478,1.7381365284565662
AMUFIZ_clean,3.963366336633663,0.18224277805692726,-2.648960523375719,14.828277614303692,2.747374091031511
AMUFOF_clean,4.995238095238095,0.5158376056223021,-1.3749425082579332,3.273220386670143,2.0560771870750503
